Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date
Central America and the Caribbean,Jamaica,Fruits,Online,H,7/25/14,373895919,7/31/14
Central America and the Caribbean,Antigua and Barbuda ,Baby Food,Offline,H,1/16/15,437555253,2/17/15
Central America and the Caribbean,Barbados,Beverages,Online,L,8/28/15,692774951,10/3/15
Europe,Bulgaria,Personal Care,Offline,H,9/7/16,588041341,10/11/16
Sub-Saharan Africa,Nigeria,Personal Care,Online,C,9/11/15,542153251,10/14/15
Asia,Myanmar,Cosmetics,Online,C,4/26/11,594222009,4/27/11
Europe,Italy,Beverages,Offline,M,8/6/14,853671443,9/20/14
Australia and Oceania,Marshall Islands,Beverages,Online,L,12/9/14,150237882,1/12/15
Europe,Hungary,Personal Care,Online,L,3/1/14,983970153,3/28/14
Middle East and North Africa,Egypt,Clothes,Offline,C,3/1/15,975229585,4/16/15
Middle East and North Africa,Pakistan,Clothes,Offline,M,7/10/10,514690005,8/29/10
Europe,Cyprus,Vegetables,Offline,L,8/17/16,513337743,8/29/16
Central America and the Caribbean,Jamaica,Meat,Offline,C,11/1/16,152471625,12/17/16
Middle East and North Africa,Kuwait,Beverages,Offline,C,9/23/10,933702981,10/16/10
Europe,Slovenia,Personal Care,Online,L,4/19/10,828955638,4/27/10
Sub-Saharan Africa,Sao Tome and Principe,Snacks,Online,L,6/19/13,130465924,7/17/13
Asia,Bhutan,Meat,Online,M,6/6/15,100782668,7/23/15
Central America and the Caribbean,Cuba,Beverages,Online,C,6/12/12,722767198,7/23/12
Central America and the Caribbean,Dominican Republic,Personal Care,Offline,H,3/18/13,249593341,4/16/13
Australia and Oceania,Marshall Islands,Snacks,Online,C,4/26/12,154747426,6/3/12
Australia and Oceania,East Timor,Beverages,Offline,H,10/20/16,182028281,11/27/16
Sub-Saharan Africa,Cote d'Ivoire,Beverages,Online,H,1/16/12,595547235,1/23/12
Australia and Oceania,Fiji,Cosmetics,Offline,C,12/23/10,829728114,1/10/11
Australia and Oceania,Vanuatu,Office Supplies,Offline,H,6/22/12,839307248,6/22/12
Sub-Saharan Africa,Lesotho,Beverages,Offline,H,9/4/12,649333465,10/1/12
Asia,Kazakhstan,Fruits,Offline,L,5/14/16,805168092,6/14/16
Sub-Saharan Africa,Zambia,Office Supplies,Online,C,6/17/10,122484958,7/21/10
Europe,Malta,Beverages,Offline,C,3/22/13,637270390,4/14/13
Australia and Oceania,Tuvalu,Household,Online,L,6/27/17,855823218,7/19/17
Australia and Oceania,Fiji,Baby Food,Online,M,2/23/17,704754769,3/13/17
Australia and Oceania,Federated States of Micronesia,Meat,Offline,M,12/14/10,180988872,1/19/11
Central America and the Caribbean,Jamaica,Meat,Online,L,11/8/13,701761853,11/22/13
Australia and Oceania,Nauru,Office Supplies,Online,L,5/18/15,154622542,6/18/15
Sub-Saharan Africa,Malawi,Office Supplies,Online,M,9/2/13,547432267,9/29/13
Europe,Montenegro,Clothes,Offline,M,9/28/11,358364856,10/28/11
Asia,Brunei,Office Supplies,Online,C,8/30/13,385906636,9/30/13
Asia,Maldives,Office Supplies,Online,C,3/17/13,598856437,3/29/13
Asia,Kyrgyzstan,Clothes,Online,L,10/18/12,586325585,11/3/12
Sub-Saharan Africa,Liberia,Vegetables,Online,L,2/13/12,907737910,3/8/12
Australia and Oceania,Tuvalu,Clothes,Offline,H,12/7/11,842829740,1/8/12
Sub-Saharan Africa,Ghana,Beverages,Offline,M,4/10/10,641649901,5/2/10
Asia,Sri Lanka,Fruits,Online,M,10/26/13,174559724,12/8/13
Europe,Macedonia,Meat,Online,L,5/17/11,282233035,6/13/11
Australia and Oceania,Palau,Beverages,Offline,H,7/12/15,525656163,8/5/15
Europe,Malta,Cereal,Offline,L,6/7/13,536127936,6/27/13
Europe,Germany,Cereal,Online,M,1/10/16,465259683,1/24/16
Sub-Saharan Africa,Republic of the Congo,Office Supplies,Online,C,5/14/16,534975230,6/29/16
Europe,Finland,Baby Food,Offline,H,3/2/16,587510907,3/17/16
Europe,Romania,Cereal,Offline,M,5/29/14,535415542,6/10/14
Middle East and North Africa,Morocco,Meat,Offline,L,2/19/11,811550462,3/31/11
Asia,Philippines,Vegetables,Online,L,4/1/11,119089496,5/10/11
Europe,Vatican City,Fruits,Offline,C,2/21/13,381518971,3/6/13
Europe,Belarus,Cosmetics,Offline,L,6/25/12,892637717,7/2/12
Asia,Mongolia,Household,Online,M,7/31/13,566557061,8/26/13
Australia and Oceania,Papua New Guinea,Office Supplies,Online,H,6/13/10,187700831,6/26/10
Australia and Oceania,East Timor,Beverages,Online,C,4/24/13,160805356,5/21/13
Europe,Bulgaria,Household,Online,M,7/11/14,960919463,7/24/14
Europe,Hungary,Snacks,Offline,L,1/31/15,883404481,3/3/15
Sub-Saharan Africa,Equatorial Guinea,Baby Food,Offline,H,4/6/13,993934237,5/3/13
Australia and Oceania,Federated States of Micronesia,Cosmetics,Online,L,12/20/15,178495061,1/2/16
Australia and Oceania,East Timor,Household,Offline,C,4/1/12,993385779,5/9/12
Europe,San Marino,Fruits,Online,M,12/7/14,215217721,12/19/14
Sub-Saharan Africa,Malawi,Fruits,Offline,L,5/27/11,990914714,7/5/11
Asia,Bangladesh,Vegetables,Offline,M,10/30/12,687713086,11/29/12
North America,United States of America,Office Supplies,Offline,C,7/9/12,343161666,8/16/12
Sub-Saharan Africa,Mauritius ,Cosmetics,Online,C,5/31/12,615121781,6/29/12
Central America and the Caribbean,Cuba,Vegetables,Online,C,9/25/11,431767261,9/30/11
Europe,Serbia,Meat,Online,H,10/4/10,141584432,11/8/10
Central America and the Caribbean,Costa Rica,Cosmetics,Offline,L,8/17/14,163372123,9/9/14
Sub-Saharan Africa,Madagascar,Household,Offline,L,5/25/14,536241662,7/2/14
Europe,Romania,Meat,Online,C,7/18/13,469616878,8/22/13
Sub-Saharan Africa,Mali,Beverages,Offline,C,8/12/16,593234097,9/18/16
Europe,Malta,Cereal,Offline,H,4/15/10,707142150,6/4/10
Sub-Saharan Africa,Mauritius ,Cereal,Offline,H,8/4/12,231702363,9/19/12
Sub-Saharan Africa,South Africa,Baby Food,Offline,L,2/16/16,457588565,3/23/16
Europe,Iceland,Snacks,Online,C,7/19/14,495787084,8/30/14
Europe,Slovenia,Office Supplies,Online,H,12/8/13,427596747,1/3/14
Europe,Austria,Personal Care,Offline,H,11/13/13,854628884,11/25/13
Middle East and North Africa,Libya,Cereal,Offline,C,3/14/11,648807322,3/29/11
Central America and the Caribbean,El Salvador,Office Supplies,Online,H,6/1/11,102368390,6/10/11
Middle East and North Africa,Jordan,Office Supplies,Online,H,4/16/17,477860915,4/26/17
Central America and the Caribbean,Haiti,Vegetables,Offline,L,7/6/17,858146226,8/20/17
Sub-Saharan Africa,South Africa,Snacks,Online,H,3/11/13,396398150,4/11/13
Sub-Saharan Africa,South Sudan,Baby Food,Offline,M,1/31/14,566103017,3/18/14
Australia and Oceania,East Timor,Fruits,Offline,C,1/26/12,211059653,2/4/12
Middle East and North Africa,Lebanon,Clothes,Online,H,3/29/15,495379388,3/29/15
Europe,Andorra,Personal Care,Online,H,10/29/13,853486049,12/9/13
Central America and the Caribbean,Jamaica,Household,Online,C,4/8/14,340115964,4/18/14
Asia,Singapore,Cosmetics,Offline,M,9/14/12,780317962,10/16/12
Europe,Poland,Snacks,Offline,H,12/1/13,919453370,1/8/14
Sub-Saharan Africa,Namibia,Meat,Offline,C,5/24/12,473196017,5/26/12
Middle East and North Africa,Syria,Clothes,Online,M,4/6/11,577532231,4/16/11
Asia,Thailand,Office Supplies,Offline,L,12/1/10,638760840,1/5/11
Sub-Saharan Africa,Lesotho,Beverages,Online,C,10/31/12,583493173,11/14/12
Australia and Oceania,East Timor,Clothes,Offline,L,10/4/15,408653056,10/28/15
Asia,Uzbekistan,Office Supplies,Offline,M,12/4/11,631476819,12/6/11
Europe,Lithuania,Cosmetics,Offline,H,7/27/13,939513289,8/23/13
Central America and the Caribbean,El Salvador,Cosmetics,Online,L,4/12/11,640623795,5/20/11
Australia and Oceania,Tonga,Clothes,Offline,M,8/18/15,912982165,8/31/15
Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Online,L,7/19/15,755074727,9/4/15
Europe,Finland,Personal Care,Offline,H,5/18/12,135700309,6/3/12
Europe,Belgium,Snacks,Online,C,2/12/16,443970239,2/28/16
Europe,Lithuania,Meat,Offline,C,4/21/11,439308345,5/20/11
Europe,Italy,Vegetables,Online,H,11/4/13,301450955,12/23/13
Europe,France,Baby Food,Online,M,3/16/14,280446898,3/25/14
Europe,Austria,Cosmetics,Online,H,6/27/11,246657502,7/3/11
Central America and the Caribbean,El Salvador,Vegetables,Online,M,3/19/17,140756595,4/15/17
Central America and the Caribbean,Antigua and Barbuda ,Baby Food,Offline,H,9/7/13,423730504,9/24/13
Sub-Saharan Africa,Namibia,Personal Care,Offline,L,10/8/10,726878058,10/22/10
Australia and Oceania,Solomon Islands,Vegetables,Offline,H,10/30/11,301810586,11/17/11
Australia and Oceania,Palau,Meat,Offline,C,7/3/17,270451915,7/19/17
Central America and the Caribbean,Jamaica,Cosmetics,Online,M,5/9/14,475038373,5/19/14
Middle East and North Africa,Israel,Personal Care,Online,L,7/3/16,828118789,8/12/16
Sub-Saharan Africa,Guinea-Bissau,Meat,Online,H,6/7/16,862554490,6/14/16
Sub-Saharan Africa,Zimbabwe,Cereal,Offline,M,6/20/11,181519305,6/24/11
Australia and Oceania,Vanuatu,Baby Food,Offline,C,2/22/15,708499562,3/30/15
Sub-Saharan Africa,Namibia,Cosmetics,Offline,C,7/23/15,837294089,9/4/15
Asia,Mongolia,Baby Food,Online,H,1/7/17,382014214,2/9/17
Sub-Saharan Africa,Sao Tome and Principe,Office Supplies,Online,H,7/16/13,127083766,9/4/13
Asia,Myanmar,Clothes,Offline,H,5/6/15,477239072,5/6/15
Middle East and North Africa,Azerbaijan,Meat,Online,H,10/15/14,107528960,11/16/14
Europe,Bulgaria,Cereal,Online,C,11/14/12,913314759,11/16/12
Middle East and North Africa,Israel,Clothes,Offline,L,6/8/15,360270297,6/17/15
Europe,Bosnia and Herzegovina,Personal Care,Offline,L,3/30/14,934381902,4/13/14
Central America and the Caribbean,Dominican Republic,Baby Food,Offline,L,6/28/13,691948401,7/12/13
Sub-Saharan Africa,Seychelles ,Clothes,Offline,C,11/8/10,909581124,12/1/10
Europe,Croatia,Cosmetics,Online,L,6/10/16,234203898,7/22/16
Asia,Kazakhstan,Clothes,Online,C,2/18/11,533053052,3/22/11
North America,Canada,Household,Offline,H,12/13/10,143677413,1/30/11
Middle East and North Africa,Afghanistan,Meat,Online,L,4/5/10,623938310,4/9/10
Central America and the Caribbean,Trinidad and Tobago,Beverages,Online,M,11/9/15,902009570,11/12/15
Sub-Saharan Africa,Democratic Republic of the Congo,Meat,Online,M,11/16/12,426377522,11/30/12
Europe,Iceland,Snacks,Online,L,1/12/14,515840995,2/22/14
Central America and the Caribbean,Barbados,Vegetables,Offline,L,5/18/10,309511315,5/19/10
Central America and the Caribbean,Haiti,Vegetables,Offline,L,12/18/12,816812312,12/22/12
Sub-Saharan Africa,Djibouti,Baby Food,Online,L,3/12/11,867480313,3/29/11
North America,Mexico,Clothes,Online,L,6/16/14,261564147,6/16/14
Europe,Vatican City,Meat,Online,L,7/1/10,219425141,7/26/10
Central America and the Caribbean,Dominica,Meat,Online,H,8/18/14,231737124,10/7/14
Europe,Slovenia,Meat,Online,M,12/9/12,309486424,1/28/13
Europe,Malta,Personal Care,Offline,L,7/5/11,533971869,8/9/11
Europe,Montenegro,Vegetables,Online,L,6/25/17,606804788,7/26/17
Australia and Oceania,Tonga,Clothes,Offline,L,7/27/12,299909007,9/15/12
Europe,Lithuania,Fruits,Online,C,5/30/17,805520856,6/17/17
Europe,Montenegro,Meat,Online,H,1/20/12,686189162,1/21/12
Sub-Saharan Africa,Chad,Baby Food,Online,C,6/23/15,824775254,7/20/15
Middle East and North Africa,Oman,Cosmetics,Offline,L,8/25/13,374452960,9/4/13
Sub-Saharan Africa,Sudan,Vegetables,Offline,C,4/27/16,808708608,5/29/16
Australia and Oceania,Tuvalu,Snacks,Online,L,5/19/15,971341025,5/28/15
Sub-Saharan Africa,Equatorial Guinea,Household,Online,M,5/5/11,226461541,5/27/11
Sub-Saharan Africa,Cameroon,Cosmetics,Offline,L,2/25/17,708493983,4/7/17
Europe,Cyprus,Cereal,Offline,L,7/15/16,572174680,9/2/16
Europe,Serbia,Household,Online,L,3/16/13,742552459,3/30/13
Australia and Oceania,Fiji,Personal Care,Offline,H,12/10/11,864988648,1/3/12
Sub-Saharan Africa,Mali,Clothes,Offline,M,10/21/14,655157077,12/9/14
Asia,Thailand,Clothes,Online,M,5/6/17,349044072,5/31/17
Europe,Czech Republic,Vegetables,Offline,H,5/24/12,252948462,6/19/12
Sub-Saharan Africa,Chad,Baby Food,Online,C,7/25/16,293481576,9/3/16
Australia and Oceania,Papua New Guinea,Fruits,Online,H,6/17/13,467567241,7/28/13
Sub-Saharan Africa,Republic of the Congo,Meat,Online,L,6/18/10,392441785,7/7/10
Australia and Oceania,Australia,Baby Food,Online,C,3/27/12,655654036,3/27/12
Europe,Poland,Cereal,Online,H,12/7/16,565065324,1/3/17
Central America and the Caribbean,El Salvador,Beverages,Online,L,6/1/12,398849475,6/27/12
Europe,Slovakia,Meat,Online,L,4/30/10,955492818,6/9/10
Sub-Saharan Africa,Botswana,Beverages,Offline,H,1/8/12,403794181,2/25/12
Central America and the Caribbean,El Salvador,Cereal,Offline,L,5/1/12,132864892,6/15/12
Asia,Mongolia,Beverages,Offline,M,12/17/10,702128779,12/28/10
Sub-Saharan Africa,Rwanda,Baby Food,Online,M,3/25/16,491322171,5/8/16
Australia and Oceania,Vanuatu,Vegetables,Online,L,1/14/11,650493896,2/7/11
North America,Canada,Fruits,Online,M,3/14/17,150005280,5/3/17
Sub-Saharan Africa,Nigeria,Office Supplies,Online,L,12/15/15,730530154,12/20/15
Middle East and North Africa,Lebanon,Vegetables,Offline,H,4/24/12,153054845,6/2/12
Europe,Austria,Vegetables,Offline,L,2/25/16,748878180,4/3/16
Sub-Saharan Africa,Angola,Household,Online,M,9/6/15,869611489,10/26/15
Europe,Albania,Clothes,Online,H,7/17/11,737178599,8/1/11
Australia and Oceania,Palau,Personal Care,Online,C,1/4/13,193815839,2/7/13
Australia and Oceania,Palau,Fruits,Online,M,7/3/11,952072036,8/18/11
Europe,Liechtenstein,Clothes,Offline,H,8/20/14,744808518,8/23/14
Sub-Saharan Africa,Liberia,Cereal,Offline,M,2/28/12,975199115,4/17/12
North America,Canada,Beverages,Offline,M,1/17/10,866730153,2/22/10
Europe,Malta,Fruits,Online,M,7/14/11,613200461,7/21/11
Middle East and North Africa,Algeria,Personal Care,Offline,C,5/9/13,928721368,5/27/13
Sub-Saharan Africa,Liberia,Personal Care,Offline,M,2/6/17,797716701,2/20/17
Europe,Croatia,Clothes,Offline,L,4/11/10,624922788,4/13/10
Asia,Malaysia,Personal Care,Online,H,7/12/15,885388457,8/10/15
Europe,Cyprus,Office Supplies,Offline,M,2/17/11,774475038,2/19/11
Sub-Saharan Africa,Cape Verde,Personal Care,Offline,L,7/4/10,457856357,7/24/10
Sub-Saharan Africa,Democratic Republic of the Congo,Cosmetics,Offline,H,12/28/12,621518743,2/9/13
Europe,Cyprus,Meat,Offline,L,3/16/15,221761023,4/4/15
Europe,Croatia,Meat,Offline,M,10/28/14,535194528,11/9/14
Sub-Saharan Africa,Tanzania,Cosmetics,Offline,L,5/21/14,208743083,6/12/14
Middle East and North Africa,Algeria,Office Supplies,Online,L,6/26/17,209643018,7/9/17
Central America and the Caribbean,Costa Rica,Cosmetics,Online,M,6/5/17,675443160,7/11/17
North America,Greenland,Baby Food,Offline,C,2/25/16,464004838,3/3/16
Sub-Saharan Africa,Malawi,Household,Online,M,11/17/12,303501880,12/17/12
Asia,Cambodia,Clothes,Online,H,6/22/15,542420613,7/13/15
Middle East and North Africa,Somalia,Snacks,Online,H,11/29/13,699559867,1/5/14
Europe,Latvia,Cosmetics,Online,C,5/29/14,814030969,7/13/14
Sub-Saharan Africa,Mauritius ,Fruits,Offline,L,11/9/12,995257747,11/9/12
Sub-Saharan Africa,Cote d'Ivoire,Vegetables,Online,L,10/25/13,972976529,11/20/13
Sub-Saharan Africa,Democratic Republic of the Congo,Household,Offline,M,7/11/11,547236144,8/9/11
Europe,Belgium,Cosmetics,Online,M,6/12/16,938397920,7/14/16
Europe,Germany,Cosmetics,Online,C,8/10/13,737135684,9/22/13
Sub-Saharan Africa,Burkina Faso,Office Supplies,Online,H,10/22/11,854435765,11/26/11
Europe,Malta,Beverages,Offline,L,2/15/17,471596992,3/9/17
Central America and the Caribbean,Trinidad and Tobago,Vegetables,Online,L,12/30/13,190230691,1/26/14
Sub-Saharan Africa,Namibia,Personal Care,Online,L,6/1/14,682260692,6/13/14
Europe,Armenia,Cosmetics,Online,H,4/21/16,439923322,4/27/16
Sub-Saharan Africa,Gabon,Clothes,Online,M,11/10/14,725767409,12/2/14
Sub-Saharan Africa,Seychelles ,Snacks,Offline,M,11/29/13,622654283,1/6/14
Central America and the Caribbean,Jamaica,Clothes,Online,H,7/30/14,183757770,8/18/14
Australia and Oceania,Federated States of Micronesia,Beverages,Offline,C,6/18/11,882564198,8/4/11
Asia,Tajikistan,Meat,Offline,H,8/4/11,662872397,9/10/11
Europe,Denmark,Snacks,Offline,C,6/27/15,688793694,7/19/15
Middle East and North Africa,Bahrain,Beverages,Online,L,5/19/13,394751918,6/8/13
Asia,Maldives,Clothes,Offline,H,9/15/11,635483396,9/29/11
Australia and Oceania,Fiji,Vegetables,Online,M,3/6/14,536036956,3/31/14
Europe,Russia,Personal Care,Offline,H,6/9/10,641773927,7/17/10
Sub-Saharan Africa,Rwanda,Fruits,Online,C,2/10/10,668368136,3/5/10
Asia,Maldives,Beverages,Offline,M,4/30/16,851805913,5/17/16
Central America and the Caribbean,Dominica,Meat,Offline,C,5/6/14,598386085,6/20/14
Sub-Saharan Africa,Cameroon,Fruits,Online,H,3/14/13,734719979,4/26/13
Asia,Maldives,Beverages,Online,H,8/22/11,357731425,9/27/11
Europe,Georgia,Clothes,Online,C,1/18/17,884656751,1/31/17
Europe,Spain,Cereal,Offline,C,5/18/11,203044784,5/21/11
Europe,Ireland,Cosmetics,Offline,C,6/28/15,320756852,8/12/15
Middle East and North Africa,Yemen,Fruits,Offline,H,4/1/17,615966784,4/17/17
Europe,Croatia,Vegetables,Offline,C,2/27/13,987160909,3/9/13
Asia,Laos,Meat,Offline,H,2/19/12,503138053,2/26/12
Australia and Oceania,Palau,Meat,Online,M,8/6/16,553009545,8/7/16
Sub-Saharan Africa,Mozambique,Office Supplies,Offline,H,2/2/11,796199214,2/24/11
Europe,Hungary,Beverages,Online,H,7/8/11,512443387,7/24/11
Sub-Saharan Africa,Chad,Clothes,Offline,H,12/1/15,851790893,12/18/15
Sub-Saharan Africa,Niger,Meat,Online,C,10/25/15,784603059,11/14/15
Middle East and North Africa,Afghanistan,Household,Online,C,3/2/15,251553714,3/13/15
Sub-Saharan Africa,Zimbabwe,Clothes,Online,L,6/1/11,613629186,7/10/11
Sub-Saharan Africa,Mauritius ,Fruits,Offline,H,6/7/14,602128303,7/16/14
Europe,Luxembourg,Fruits,Offline,H,6/6/12,368662393,6/16/12
Central America and the Caribbean,Saint Lucia,Fruits,Offline,C,8/16/13,135155284,9/27/13
Europe,Hungary,Cereal,Online,L,2/23/12,643843305,3/30/12
Sub-Saharan Africa,Mali,Cereal,Offline,M,7/19/14,907275283,8/18/14
Asia,Myanmar,Cosmetics,Offline,H,4/23/13,458312547,5/21/13
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,C,4/29/13,700128924,5/20/13
Asia,Thailand,Cereal,Online,C,12/29/12,856210744,1/12/13
Asia,Mongolia,Personal Care,Online,M,7/21/15,220356833,9/8/15
Europe,Armenia,Vegetables,Online,H,3/1/10,406678521,4/2/10
Sub-Saharan Africa,Madagascar,Baby Food,Online,C,7/25/13,399599635,8/1/13
Central America and the Caribbean,Grenada,Baby Food,Online,L,4/2/13,603856503,5/5/13
Asia,North Korea,Beverages,Online,L,9/26/16,594497954,9/30/16
Europe,Kosovo,Baby Food,Online,H,6/8/17,466885316,7/8/17
Middle East and North Africa,United Arab Emirates,Household,Offline,C,8/16/13,386692416,8/24/13
Middle East and North Africa,Kuwait,Baby Food,Offline,C,3/18/12,139905583,5/7/12
Asia,Taiwan,Fruits,Offline,C,5/22/17,482823646,5/24/17
Sub-Saharan Africa,Mozambique,Vegetables,Offline,H,9/10/11,892057931,10/10/11
North America,Canada,Office Supplies,Online,H,10/19/12,914532268,11/19/12
Europe,Cyprus,Vegetables,Offline,L,9/25/16,617482984,10/16/16
Sub-Saharan Africa,Burundi,Snacks,Online,M,10/20/16,138458907,10/22/16
Australia and Oceania,Tuvalu,Household,Online,M,12/11/14,135321366,1/19/15
Asia,Bangladesh,Household,Online,L,5/19/10,436244189,6/23/10
Europe,Ireland,Cosmetics,Offline,H,12/19/10,489713704,12/25/10
Middle East and North Africa,Bahrain,Beverages,Online,C,4/7/14,714528739,4/17/14
Europe,Belarus,Cosmetics,Online,M,5/3/11,249800622,5/18/11
Asia,Myanmar,Office Supplies,Online,H,3/23/13,104953181,4/18/13
Sub-Saharan Africa,Guinea-Bissau,Snacks,Offline,C,11/28/16,909722745,12/11/16
Australia and Oceania,New Zealand,Household,Offline,L,8/21/16,664158141,9/27/16
Asia,Uzbekistan,Cereal,Offline,L,4/20/15,588620698,5/6/15
Middle East and North Africa,Kuwait,Baby Food,Offline,C,1/21/13,173784244,2/3/13
Australia and Oceania,Australia,Meat,Online,M,2/22/11,330635106,4/13/11
Europe,San Marino,Office Supplies,Offline,L,8/24/15,240472114,9/30/15
Australia and Oceania,Fiji,Meat,Offline,C,12/26/10,504906594,12/26/10
Sub-Saharan Africa,Djibouti,Household,Offline,C,9/26/16,895862376,9/29/16
Middle East and North Africa,Oman,Vegetables,Offline,M,9/4/15,805575788,9/26/15
Asia,Thailand,Fruits,Offline,C,7/27/10,596595656,8/16/10
Asia,Mongolia,Snacks,Offline,H,10/27/12,251783311,11/22/12
Asia,Nepal,Meat,Offline,M,12/24/15,724312579,12/29/15
Asia,Malaysia,Personal Care,Offline,H,8/24/14,787669789,10/2/14
Europe,Bulgaria,Office Supplies,Online,L,11/6/15,185653769,12/19/15
Australia and Oceania,Vanuatu,Cereal,Offline,C,7/14/12,982375848,9/2/12
Sub-Saharan Africa,Central African Republic,Snacks,Online,C,1/29/10,812259852,2/25/10
Sub-Saharan Africa,Tanzania,Meat,Offline,L,12/2/14,530042111,12/10/14
Europe,Monaco,Fruits,Offline,M,8/17/15,160771453,8/31/15
Asia,Malaysia,Household,Online,L,12/23/16,249809205,1/21/17
Australia and Oceania,Federated States of Micronesia,Snacks,Online,C,6/20/13,512829196,7/15/13
Asia,Myanmar,Vegetables,Offline,C,10/15/15,285817754,11/23/15
Sub-Saharan Africa,Zambia,Clothes,Offline,C,10/7/16,775073707,11/18/16
Sub-Saharan Africa,Djibouti,Clothes,Offline,L,4/21/10,107208383,5/15/10
Middle East and North Africa,Syria,Clothes,Offline,H,4/16/10,979145610,4/24/10
Asia,South Korea,Cosmetics,Online,C,7/15/16,308121716,8/20/16
Asia,Uzbekistan,Vegetables,Online,M,12/27/10,481685531,1/29/11
