Region,Country,Item Type,Sales Channel,Order Priority,Order Date
Sub-Saharan Africa,Botswana,Clothes,Online,H,7/3/10
Asia,Malaysia,Clothes,Online,L,4/19/17
Middle East and North Africa,Libya,Meat,Online,M,5/5/13
Sub-Saharan Africa,Burkina Faso,Fruits,Offline,M,8/11/15
Australia and Oceania,Tonga,Baby Food,Online,L,11/2/11
Asia,China,Beverages,Offline,L,5/3/17
Central America and the Caribbean,Barbados,Snacks,Offline,H,8/16/10
Sub-Saharan Africa,Lesotho,Clothes,Offline,M,12/4/12
Sub-Saharan Africa,Eritrea,Vegetables,Online,C,3/31/16
Sub-Saharan Africa,Tanzania,Meat,Offline,L,6/8/17
Central America and the Caribbean,Costa Rica,Snacks,Offline,C,6/1/14
Europe,United Kingdom,Snacks,Offline,M,7/10/17
Europe,Germany,Baby Food,Offline,C,6/15/15
Asia,Philippines,Beverages,Online,H,11/20/16
Central America and the Caribbean,Saint Lucia,Clothes,Online,C,6/6/16
Europe,Belarus,Snacks,Offline,H,7/18/13
Middle East and North Africa,Saudi Arabia,Fruits,Online,M,4/26/16
Asia,Japan,Fruits,Offline,L,12/24/14
Middle East and North Africa,Iraq,Clothes,Offline,C,12/19/15
Europe,Switzerland,Snacks,Offline,M,6/4/15
Sub-Saharan Africa,Kenya,Fruits,Online,L,7/23/10
Asia,Turkmenistan,Snacks,Online,C,1/1/11
Central America and the Caribbean,Dominica,Fruits,Offline,M,4/22/12
Central America and the Caribbean,Costa Rica,Cosmetics,Online,C,11/17/14
Europe,Liechtenstein,Cosmetics,Online,L,8/10/12
Sub-Saharan Africa,Guinea,Clothes,Offline,H,10/26/11
Europe,Albania,Fruits,Offline,C,4/26/12
Sub-Saharan Africa,Tanzania,Baby Food,Offline,H,3/14/11
Europe,Spain,Vegetables,Online,M,3/10/14
Europe,Greece,Vegetables,Offline,H,9/20/16
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,Online,C,4/17/15
Sub-Saharan Africa,South Africa,Personal Care,Online,H,4/2/11
Europe,Slovakia,Snacks,Offline,C,8/3/14
Europe,Czech Republic,Clothes,Offline,H,6/3/17
Asia,Philippines,Beverages,Online,H,12/9/12
Sub-Saharan Africa,Zimbabwe,Cosmetics,Online,M,4/27/14
Sub-Saharan Africa,Guinea,Baby Food,Online,M,2/4/13
Asia,South Korea,Cosmetics,Offline,H,3/20/13
Asia,South Korea,Beverages,Online,L,2/16/12
Europe,Moldova ,Snacks,Offline,M,2/16/12
Sub-Saharan Africa,Ethiopia,Cereal,Online,L,7/28/16
Australia and Oceania,Palau,Beverages,Online,H,12/18/10
Sub-Saharan Africa,Zambia,Meat,Offline,L,2/23/12
Sub-Saharan Africa,Namibia,Beverages,Offline,M,7/14/11
Sub-Saharan Africa,Niger,Cosmetics,Online,C,9/28/16
Europe,Norway,Cosmetics,Online,H,7/12/17
Asia,Maldives,Household,Online,H,4/14/12
Europe,Switzerland,Personal Care,Offline,L,10/29/11
Europe,Monaco,Meat,Online,C,11/20/12
Australia and Oceania,East Timor,Cereal,Offline,H,1/20/17
Australia and Oceania,New Zealand,Clothes,Offline,C,11/1/11
Sub-Saharan Africa,Sudan,Cosmetics,Online,C,4/20/12
Australia and Oceania,Federated States of Micronesia,Office Supplies,Offline,C,11/16/11
Sub-Saharan Africa,Madagascar,Baby Food,Online,M,5/28/16
Australia and Oceania,New Zealand,Baby Food,Online,H,1/31/10
Europe,Georgia,Household,Online,H,3/30/12
Sub-Saharan Africa,Liberia,Baby Food,Offline,C,12/29/12
Europe,Russia,Baby Food,Online,L,11/15/14
Europe,Slovakia,Personal Care,Offline,C,11/23/13
Europe,Denmark,Meat,Offline,L,12/12/10
Europe,Germany,Personal Care,Offline,H,7/16/15
Europe,Georgia,Office Supplies,Offline,C,9/28/11
Australia and Oceania,Nauru,Household,Online,M,12/28/14
Middle East and North Africa,Morocco,Snacks,Online,H,4/10/15
Asia,Malaysia,Fruits,Offline,H,3/21/11
Sub-Saharan Africa,Rwanda,Office Supplies,Online,L,11/17/13
Sub-Saharan Africa,The Gambia,Meat,Online,H,8/26/12
Europe,Macedonia,Snacks,Offline,H,12/8/16
Europe,Cyprus,Vegetables,Online,M,6/22/14
Europe,Germany,Fruits,Offline,M,12/31/12
Europe,Bulgaria,Office Supplies,Online,L,10/1/13
Europe,Finland,Clothes,Offline,H,3/26/15
Europe,United Kingdom,Baby Food,Online,L,1/7/17
Europe,Belgium,Cereal,Online,M,12/20/15
Asia,Brunei,Office Supplies,Online,C,7/27/17
Europe,Latvia,Snacks,Offline,M,1/7/17
Asia,Maldives,Meat,Online,H,7/30/10
Asia,Laos,Cosmetics,Offline,C,7/3/14
Europe,Albania,Beverages,Online,L,10/31/15
Australia and Oceania,Tonga,Fruits,Offline,H,1/6/14
Europe,Latvia,Cereal,Offline,L,2/24/17
Asia,Maldives,Clothes,Online,M,6/19/15
Europe,Spain,Cereal,Offline,H,5/24/15
Europe,United Kingdom,Fruits,Online,H,1/30/13
Sub-Saharan Africa,Sudan,Snacks,Online,L,4/24/13
Sub-Saharan Africa,Djibouti,Baby Food,Offline,M,7/27/10
Asia,Philippines,Cereal,Offline,M,7/21/15
Europe,Latvia,Baby Food,Offline,M,7/7/13
Australia and Oceania,Marshall Islands,Cosmetics,Online,L,7/2/13
Europe,Montenegro,Cereal,Online,C,4/4/14
Europe,Russia,Cosmetics,Offline,H,8/5/15
Asia,Indonesia,Snacks,Offline,H,8/7/14
Australia and Oceania,Tonga,Cereal,Offline,C,1/1/17
Central America and the Caribbean,Grenada,Vegetables,Online,L,9/1/10
Asia,Indonesia,Personal Care,Offline,C,10/22/14
Sub-Saharan Africa,Mozambique,Snacks,Offline,H,8/17/15
Europe,Luxembourg,Baby Food,Offline,L,7/16/15
Central America and the Caribbean,Nicaragua,Baby Food,Offline,L,3/29/14
Middle East and North Africa,Israel,Meat,Online,L,6/26/12
Middle East and North Africa,Israel,Vegetables,Offline,L,11/20/15
Central America and the Caribbean,Saint Kitts and Nevis ,Baby Food,Offline,L,12/21/15
Australia and Oceania,East Timor,Cosmetics,Offline,M,9/8/16
Europe,Denmark,Cereal,Offline,C,6/28/15
Europe,United Kingdom,Office Supplies,Online,L,9/1/14
Asia,Kyrgyzstan,Vegetables,Online,C,1/5/10
Sub-Saharan Africa,Togo,Cereal,Offline,L,4/22/17
Sub-Saharan Africa,South Sudan,Clothes,Online,M,7/16/15
Middle East and North Africa,Saudi Arabia,Meat,Online,M,4/7/11
Asia,Myanmar,Fruits,Offline,L,2/7/12
Australia and Oceania,Nauru,Baby Food,Offline,M,5/20/15
Middle East and North Africa,Saudi Arabia,Meat,Offline,M,12/3/11
Sub-Saharan Africa,Djibouti,Household,Offline,M,7/14/12
Asia,Thailand,Beverages,Online,C,12/16/13
Europe,Slovenia,Cosmetics,Offline,L,3/16/10
Sub-Saharan Africa,Mali,Household,Offline,L,7/2/11
Europe,Macedonia,Cereal,Online,H,3/14/10
Central America and the Caribbean,Cuba,Household,Online,L,11/14/14
Australia and Oceania,Fiji,Clothes,Online,M,3/18/16
Asia,Bangladesh,Meat,Offline,L,7/25/13
Sub-Saharan Africa,Comoros,Cereal,Offline,M,2/12/11
Sub-Saharan Africa,Sierra Leone,Personal Care,Offline,L,2/15/14
Sub-Saharan Africa,Botswana,Baby Food,Online,C,7/18/17
Middle East and North Africa,Pakistan,Cereal,Online,C,5/29/17
Asia,Bangladesh,Beverages,Offline,H,8/1/14
Europe,Iceland,Beverages,Online,M,1/6/11
Asia,Tajikistan,Cereal,Offline,C,7/1/13
Sub-Saharan Africa,South Sudan,Clothes,Offline,H,9/29/14
Sub-Saharan Africa,Chad,Household,Offline,C,4/24/12
Europe,Vatican City,Baby Food,Online,M,5/28/12
Sub-Saharan Africa,Burkina Faso,Fruits,Online,C,12/7/10
Europe,Iceland,Clothes,Offline,M,6/8/12
Middle East and North Africa,Pakistan,Personal Care,Offline,H,3/2/11
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Offline,M,1/4/10
Sub-Saharan Africa,The Gambia,Snacks,Online,M,9/16/16
Asia,Taiwan,Cosmetics,Offline,L,5/7/17
Australia and Oceania,Palau,Beverages,Online,H,6/9/10
Europe,Greece,Beverages,Online,L,9/11/10
Sub-Saharan Africa,Ghana,Snacks,Offline,L,12/23/14
Europe,Switzerland,Vegetables,Online,H,8/16/13
Europe,Denmark,Baby Food,Online,C,12/26/16
Sub-Saharan Africa,Seychelles ,Fruits,Offline,L,9/30/13
Asia,Philippines,Personal Care,Online,L,8/4/12
Australia and Oceania,Palau,Vegetables,Online,L,9/14/15
Sub-Saharan Africa,Eritrea,Snacks,Offline,M,12/16/14
Central America and the Caribbean,Honduras,Cereal,Offline,M,11/19/10
Middle East and North Africa,Iran,Vegetables,Online,M,6/3/16
Sub-Saharan Africa,Sudan,Personal Care,Online,L,4/18/15
Central America and the Caribbean,Dominica,Clothes,Offline,C,3/21/11
Asia,Kazakhstan,Clothes,Offline,C,7/17/16
Europe,Latvia,Vegetables,Offline,H,8/12/10
Sub-Saharan Africa,Botswana,Cosmetics,Offline,L,9/12/11
Europe,Armenia,Baby Food,Offline,H,8/16/12
North America,United States of America,Vegetables,Offline,C,11/13/14
Middle East and North Africa,Egypt,Household,Offline,L,3/2/17
Sub-Saharan Africa,Equatorial Guinea,Vegetables,Online,C,10/7/11
Middle East and North Africa,Saudi Arabia,Clothes,Offline,M,11/25/10
North America,Canada,Cereal,Offline,C,9/20/12
Sub-Saharan Africa,Togo,Personal Care,Offline,H,8/30/12
Europe,Slovakia,Fruits,Online,M,10/18/14
Sub-Saharan Africa,Rwanda,Fruits,Online,M,11/25/12
Europe,Liechtenstein,Fruits,Offline,L,12/18/16
Australia and Oceania,Tuvalu,Office Supplies,Offline,L,7/13/11
Europe,Denmark,Fruits,Online,M,7/3/12
Europe,United Kingdom,Household,Offline,M,5/9/10
Central America and the Caribbean,Belize,Cereal,Online,H,9/29/11
Sub-Saharan Africa,Senegal,Fruits,Online,C,1/23/13
Sub-Saharan Africa,Benin,Meat,Offline,L,10/2/11
Sub-Saharan Africa,Botswana,Fruits,Offline,M,2/9/10
Europe,Moldova ,Clothes,Offline,L,7/1/11
Sub-Saharan Africa,Tanzania,Office Supplies,Offline,M,7/19/16
Sub-Saharan Africa,Uganda,Cosmetics,Offline,H,10/31/11
Sub-Saharan Africa,Central African Republic,Fruits,Online,M,6/20/11
Europe,Latvia,Meat,Online,C,7/5/15
Europe,Ukraine,Baby Food,Offline,C,9/16/13
Europe,Poland,Meat,Offline,H,1/11/12
Asia,Brunei,Snacks,Online,M,9/18/13
Sub-Saharan Africa,South Sudan,Personal Care,Online,M,7/2/15
Asia,Thailand,Office Supplies,Offline,H,5/27/11
Sub-Saharan Africa,Democratic Republic of the Congo,Clothes,Offline,L,8/21/11
Asia,China,Fruits,Offline,L,2/21/16
Europe,Andorra,Cereal,Offline,M,10/5/10
Asia,Turkmenistan,Household,Online,C,6/28/16
Asia,Singapore,Cosmetics,Offline,L,7/8/17
Asia,Thailand,Household,Online,C,6/19/10
Asia,Bangladesh,Vegetables,Offline,L,9/23/15
Australia and Oceania,Kiribati,Cereal,Offline,M,2/13/13
Asia,Cambodia,Snacks,Offline,H,10/26/13
Sub-Saharan Africa,Djibouti,Office Supplies,Online,H,2/13/11
Europe,Poland,Meat,Offline,C,7/17/14
Australia and Oceania,Federated States of Micronesia,Beverages,Online,M,9/24/15
Sub-Saharan Africa,Sierra Leone,Cereal,Offline,H,12/20/14
Middle East and North Africa,Tunisia ,Household,Offline,L,5/25/17
Asia,Kazakhstan,Beverages,Offline,H,1/25/14
Central America and the Caribbean,Costa Rica,Vegetables,Online,M,1/13/16
Asia,North Korea,Cereal,Offline,L,9/10/12
Asia,Myanmar,Meat,Offline,M,6/10/13
Middle East and North Africa,Iraq,Personal Care,Offline,L,8/5/13
Middle East and North Africa,Oman,Meat,Offline,L,4/27/13
Australia and Oceania,Tonga,Cereal,Offline,C,11/6/13
Central America and the Caribbean,Saint Lucia,Vegetables,Offline,M,9/8/13
Middle East and North Africa,Yemen,Beverages,Online,H,5/31/12
Europe,Belarus,Clothes,Online,H,6/16/14
Asia,Malaysia,Vegetables,Online,L,2/26/10
Europe,Denmark,Vegetables,Online,L,6/5/17
Sub-Saharan Africa,Chad,Cereal,Online,L,5/22/17
Middle East and North Africa,Kuwait,Fruits,Online,C,2/26/11
Sub-Saharan Africa,Republic of the Congo,Baby Food,Online,H,1/18/16
Central America and the Caribbean,Antigua and Barbuda ,Personal Care,Online,H,5/17/16
Sub-Saharan Africa,Uganda,Vegetables,Online,M,8/30/12
Europe,Estonia,Cosmetics,Offline,C,4/13/10
Europe,Czech Republic,Fruits,Online,H,9/2/15
Sub-Saharan Africa,Democratic Republic of the Congo,Meat,Offline,H,5/25/17
Europe,Albania,Clothes,Offline,M,9/2/12
Asia,Thailand,Snacks,Online,H,2/16/11
Europe,Bosnia and Herzegovina,Office Supplies,Offline,H,11/20/15
Middle East and North Africa,Saudi Arabia,Cosmetics,Online,H,3/17/12
Middle East and North Africa,Oman,Household,Offline,L,9/14/16
Australia and Oceania,Palau,Vegetables,Offline,H,12/23/12
Asia,Kyrgyzstan,Household,Online,L,12/27/15
Europe,Spain,Beverages,Online,C,3/31/15
Asia,Vietnam,Fruits,Online,H,6/25/16
Middle East and North Africa,United Arab Emirates,Baby Food,Online,H,2/17/15
Asia,Bhutan,Cosmetics,Offline,H,4/6/15
Australia and Oceania,East Timor,Snacks,Offline,C,8/26/10
Europe,Poland,Clothes,Online,H,4/16/11
Europe,Macedonia,Baby Food,Offline,C,11/12/16
North America,Greenland,Fruits,Online,M,12/30/12
Australia and Oceania,Australia,Cosmetics,Online,M,11/11/12
Central America and the Caribbean,The Bahamas,Office Supplies,Online,H,7/26/15
Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Online,C,6/25/17
Asia,Laos,Baby Food,Online,M,1/23/16
Sub-Saharan Africa,Sudan,Fruits,Offline,M,8/6/13
Sub-Saharan Africa,Seychelles ,Office Supplies,Offline,L,6/14/13
Australia and Oceania,Nauru,Beverages,Online,M,4/7/16
Australia and Oceania,Vanuatu,Clothes,Offline,M,3/3/16
Middle East and North Africa,Qatar,Cosmetics,Online,L,2/23/12
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Offline,L,10/26/11
Asia,Vietnam,Fruits,Offline,L,7/4/12
Sub-Saharan Africa,Equatorial Guinea,Household,Online,M,8/11/12
Europe,Greece,Fruits,Online,C,5/15/15
Sub-Saharan Africa,Cape Verde,Vegetables,Offline,C,7/8/17
Sub-Saharan Africa,Mauritius ,Snacks,Offline,M,1/25/13
Sub-Saharan Africa,Cape Verde,Baby Food,Offline,H,3/31/12
Sub-Saharan Africa,Burundi,Personal Care,Offline,M,12/26/14
Asia,Indonesia,Household,Offline,L,9/13/14
Europe,Kosovo,Snacks,Offline,L,3/29/17
Europe,Albania,Baby Food,Online,C,5/16/14
Central America and the Caribbean,Guatemala,Meat,Offline,L,4/14/10
Middle East and North Africa,Lebanon,Fruits,Offline,H,3/25/10
Middle East and North Africa,United Arab Emirates,Office Supplies,Offline,M,9/28/16
Sub-Saharan Africa,South Sudan,Clothes,Online,L,9/13/10
North America,Canada,Cosmetics,Offline,M,9/14/15
Central America and the Caribbean,El Salvador,Fruits,Online,C,12/19/10
Sub-Saharan Africa,Nigeria,Beverages,Online,C,11/11/10
Sub-Saharan Africa,Zimbabwe,Personal Care,Online,L,9/2/15
Sub-Saharan Africa,Sierra Leone,Snacks,Online,C,5/20/15
Central America and the Caribbean,Nicaragua,Baby Food,Online,H,3/15/16
North America,Canada,Meat,Offline,H,1/12/14
Sub-Saharan Africa,Liberia,Household,Offline,M,6/3/13
Asia,Cambodia,Household,Online,H,3/10/16
Sub-Saharan Africa,Chad,Meat,Offline,H,1/29/10
Sub-Saharan Africa,Eritrea,Office Supplies,Online,H,5/28/10
Sub-Saharan Africa,Zimbabwe,Fruits,Online,M,10/27/10
Europe,Kosovo,Beverages,Online,C,5/31/17
Middle East and North Africa,Qatar,Cosmetics,Offline,L,8/11/14
Sub-Saharan Africa,Sudan,Beverages,Offline,C,5/29/14
Sub-Saharan Africa,Cape Verde,Meat,Offline,L,9/24/14
Europe,Latvia,Snacks,Offline,L,10/8/10
Central America and the Caribbean,Guatemala,Cosmetics,Online,C,12/7/13
Europe,Georgia,Cereal,Offline,H,3/11/10
North America,Canada,Clothes,Offline,C,11/12/16
Europe,Monaco,Personal Care,Online,H,9/11/10
Middle East and North Africa,Tunisia ,Household,Offline,C,12/1/14
Central America and the Caribbean,Barbados,Fruits,Offline,L,3/9/12
Sub-Saharan Africa,Namibia,Cereal,Online,M,7/8/16
Sub-Saharan Africa,Zimbabwe,Office Supplies,Offline,M,6/23/16
Central America and the Caribbean,Barbados,Beverages,Online,M,11/5/16
Sub-Saharan Africa,Zimbabwe,Personal Care,Online,L,2/12/12
Asia,Bangladesh,Snacks,Offline,H,12/23/12
Middle East and North Africa,Syria,Personal Care,Offline,L,4/7/12
Australia and Oceania,Federated States of Micronesia,Cosmetics,Online,L,6/12/11
Sub-Saharan Africa,Mozambique,Fruits,Offline,L,11/2/16
Europe,Norway,Cosmetics,Offline,C,2/8/13
Sub-Saharan Africa,Mozambique,Fruits,Online,L,6/28/12
Sub-Saharan Africa,Mauritania,Personal Care,Online,C,2/21/13
Sub-Saharan Africa,Burundi,Household,Online,M,7/1/10
Central America and the Caribbean,Dominica,Fruits,Online,H,3/13/16
Asia,Laos,Personal Care,Online,L,6/12/16
Central America and the Caribbean,Belize,Meat,Offline,L,8/29/13
Sub-Saharan Africa,Zambia,Snacks,Online,M,2/8/15
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,12/18/13
Europe,Ireland,Beverages,Online,L,11/6/15
Central America and the Caribbean,Haiti,Beverages,Offline,M,4/14/12
Sub-Saharan Africa,Uganda,Cereal,Offline,H,10/21/14
North America,Canada,Clothes,Offline,L,4/9/13
Middle East and North Africa,Bahrain,Office Supplies,Online,L,7/23/17
Europe,Germany,Fruits,Online,C,11/19/15
Asia,Maldives,Household,Offline,C,6/15/16
Middle East and North Africa,Algeria,Personal Care,Offline,C,5/29/13
Sub-Saharan Africa,Mozambique,Vegetables,Offline,M,4/18/13
Middle East and North Africa,Morocco,Household,Offline,M,3/3/16
Sub-Saharan Africa,Namibia,Household,Offline,L,10/12/11
Asia,Mongolia,Cereal,Offline,L,8/31/13
Sub-Saharan Africa,Guinea,Clothes,Online,M,6/30/17
Central America and the Caribbean,Costa Rica,Vegetables,Offline,C,6/7/12
Central America and the Caribbean,Costa Rica,Office Supplies,Offline,L,3/19/15
Sub-Saharan Africa,Djibouti,Meat,Online,C,5/2/13
Europe,Luxembourg,Cereal,Online,M,4/21/14
Sub-Saharan Africa,Senegal,Meat,Online,M,7/17/11
Sub-Saharan Africa,Comoros,Cereal,Offline,L,11/23/10
Europe,Spain,Baby Food,Online,M,9/13/11
Middle East and North Africa,Afghanistan,Office Supplies,Offline,L,7/30/10
Europe,Portugal,Office Supplies,Online,L,10/11/12
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Online,L,4/6/13
Sub-Saharan Africa,Madagascar,Snacks,Offline,L,8/19/15
Europe,Italy,Cereal,Online,C,3/9/13
Sub-Saharan Africa,Malawi,Fruits,Online,H,6/10/15
Sub-Saharan Africa,Liberia,Cosmetics,Online,C,1/14/14
Asia,China,Fruits,Online,H,11/4/16
North America,Greenland,Cosmetics,Offline,M,11/4/13
Europe,Albania,Fruits,Offline,M,3/28/11
Central America and the Caribbean,Antigua and Barbuda ,Beverages,Online,M,7/4/12
Central America and the Caribbean,El Salvador,Office Supplies,Offline,M,8/16/14
Asia,Bhutan,Baby Food,Online,H,11/3/11
Europe,Austria,Household,Online,H,8/11/14
Europe,Denmark,Personal Care,Offline,C,7/15/15
Sub-Saharan Africa,Zambia,Personal Care,Online,M,11/3/15
Middle East and North Africa,Kuwait,Household,Offline,C,1/14/14
Middle East and North Africa,Turkey,Personal Care,Online,L,4/11/17
North America,Greenland,Cosmetics,Offline,C,11/1/14
Europe,Ireland,Beverages,Online,L,3/16/12
Europe,United Kingdom,Personal Care,Online,H,2/27/12
Central America and the Caribbean,Cuba,Office Supplies,Online,M,12/13/10
Central America and the Caribbean,Costa Rica,Cereal,Offline,H,4/10/17
Europe,Lithuania,Clothes,Offline,C,8/2/10
Europe,Iceland,Clothes,Offline,M,1/21/13
Sub-Saharan Africa,Angola,Fruits,Online,M,1/26/10
Sub-Saharan Africa,Sao Tome and Principe,Office Supplies,Online,M,7/26/14
Europe,Latvia,Cosmetics,Online,L,4/8/10
Middle East and North Africa,Egypt,Personal Care,Online,M,1/12/16
Sub-Saharan Africa,Zimbabwe,Vegetables,Offline,L,12/4/13
Sub-Saharan Africa,Guinea,Office Supplies,Online,M,7/30/13
Sub-Saharan Africa,Ghana,Meat,Offline,H,7/17/10
Europe,Croatia,Cosmetics,Online,M,10/17/12
Sub-Saharan Africa,Eritrea,Beverages,Offline,C,3/25/14
Sub-Saharan Africa,Eritrea,Office Supplies,Online,L,8/6/13
Sub-Saharan Africa,Uganda,Snacks,Offline,M,9/13/10
Middle East and North Africa,Oman,Clothes,Offline,C,3/18/10
North America,United States of America,Cosmetics,Offline,L,4/12/10
Middle East and North Africa,Egypt,Office Supplies,Offline,H,11/29/13
Middle East and North Africa,Qatar,Meat,Offline,L,1/13/10
Europe,Andorra,Personal Care,Online,C,2/22/15
Sub-Saharan Africa,Eritrea,Vegetables,Online,L,7/3/16
Europe,Portugal,Snacks,Online,H,10/25/13
Asia,Vietnam,Clothes,Offline,M,5/28/15
Sub-Saharan Africa,Togo,Snacks,Online,H,9/26/11
Sub-Saharan Africa,Djibouti,Household,Online,C,1/20/17
Asia,China,Snacks,Offline,L,8/6/12
Asia,South Korea,Household,Online,H,12/15/10
Europe,Spain,Clothes,Offline,H,6/3/14
Australia and Oceania,Australia,Fruits,Online,L,3/20/11
Middle East and North Africa,United Arab Emirates,Meat,Online,L,2/12/17
Europe,Hungary,Personal Care,Online,C,2/13/11
Europe,San Marino,Personal Care,Offline,M,12/3/14
Sub-Saharan Africa,Comoros,Meat,Online,L,6/4/13
Central America and the Caribbean,Cuba,Fruits,Offline,H,7/12/11
Europe,Slovenia,Household,Online,M,3/12/15
Middle East and North Africa,Syria,Personal Care,Online,M,7/10/12
Europe,Ukraine,Meat,Online,H,5/26/15
Europe,Kosovo,Fruits,Online,H,4/3/10
Sub-Saharan Africa,Namibia,Cosmetics,Online,C,11/22/14
Middle East and North Africa,Kuwait,Snacks,Online,C,2/3/14
Sub-Saharan Africa,Equatorial Guinea,Meat,Online,H,6/4/16
Asia,Nepal,Personal Care,Online,C,8/4/12
Sub-Saharan Africa,Liberia,Fruits,Online,M,1/27/17
Sub-Saharan Africa,Gabon,Personal Care,Online,H,5/6/11
Sub-Saharan Africa,Lesotho,Clothes,Online,L,10/20/15
Asia,Philippines,Household,Online,H,4/5/10
Sub-Saharan Africa,Kenya,Cosmetics,Offline,C,6/18/13
Europe,Bulgaria,Cosmetics,Offline,L,2/21/11
Asia,Laos,Office Supplies,Offline,L,10/23/12
Sub-Saharan Africa,Mauritania,Meat,Online,H,2/12/10
Middle East and North Africa,Kuwait,Cereal,Offline,H,12/1/10
Europe,Andorra,Clothes,Online,H,10/10/12
Australia and Oceania,Solomon Islands,Clothes,Online,H,4/27/14
Central America and the Caribbean,Panama,Meat,Offline,C,6/16/11
Europe,Portugal,Vegetables,Offline,C,4/20/16
Asia,Kyrgyzstan,Meat,Offline,M,7/15/15
Australia and Oceania,Kiribati,Beverages,Offline,H,1/16/12
Australia and Oceania,Solomon Islands,Snacks,Offline,H,7/25/13
Australia and Oceania,Papua New Guinea,Cereal,Offline,M,10/4/13
Asia,Laos,Household,Offline,H,2/19/11
